feature_id,fold_id,target_key,DrugMacro_AUC,DrugMacro_AUPRC
F4,0,gdsc_intersect13,0.5228489001364042,0.5848678740269384
F4,0,tcga_only3,0.4432508214296565,0.6304458484241989
F4,0,dapl,0.5344368205833235,0.5641222302191363
F4,0,aacdr_gdsc_intersect,0.5400746145914213,0.5891586488577599
F4,0,aacdr_tcga_only,0.38761160714285714,0.5908047288927765
F4,1,gdsc_intersect13,0.4908643114470598,0.5688987206395741
F4,1,tcga_only3,0.4265238225451515,0.6191785454313333
F4,1,dapl,0.46210662903574057,0.5268550242321454
F4,1,aacdr_gdsc_intersect,0.4471720717001872,0.5340535611970844
F4,1,aacdr_tcga_only,0.5145461309523809,0.6842496997506038
F4,2,gdsc_intersect13,0.5398833155516146,0.6177185524099716
F4,2,tcga_only3,0.39204656431891866,0.6209815581744481
F4,2,dapl,0.4583179174322841,0.5142867725287965
F4,2,aacdr_gdsc_intersect,0.5282387842782381,0.5991888222236377
F4,2,aacdr_tcga_only,0.4519345238095238,0.6843192088058873
F4,3,gdsc_intersect13,0.5077447876024123,0.5704941778537319
F4,3,tcga_only3,0.3932928152575405,0.5744409317309501
F4,3,dapl,0.48357666530067284,0.5342470839644882
F4,3,aacdr_gdsc_intersect,0.5147836619542432,0.5627823106117311
F4,3,aacdr_tcga_only,0.34802827380952384,0.5952292038077526
F4,4,gdsc_intersect13,0.4903790600457211,0.5577780101530767
F4,4,tcga_only3,0.4766576168339909,0.6451057114772528
F4,4,dapl,0.4292864819490528,0.5030942390857807
F4,4,aacdr_gdsc_intersect,0.5099439042987713,0.5726659527148321
F4,4,aacdr_tcga_only,0.47853422619047614,0.6607199099132482
