mean_normalized_entropy,median_normalized_entropy,p05_normalized_entropy,p95_normalized_entropy,mean_max_atom_attention,mean_effective_atoms,mean_effective_atom_fraction,mean_head_cosine_similarity,num_heads,max_atoms
0.9999964237213135,0.9999980330467224,0.9999899864196777,0.9999998807907104,0.13705481588840485,7.499941349029541,0.9999926090240479,0.9999829133351644,4,9
